?item	?itemLabel	?termLabel	?constituencyLabel	?partyLabel	?start	?electionLabel	?end	?causeLabel
Q258292	Nigel Adams	56th United Kingdom Parliament	Selby and Ainsty	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q258473	Adam Afriyie	56th United Kingdom Parliament	Windsor	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q258586	Nadine Dorries	56th United Kingdom Parliament	Mid Bedfordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q258963	Peter Aldous	56th United Kingdom Parliament	Waveney	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259359	Heidi Alexander	56th United Kingdom Parliament	Lewisham East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259361	Nadhim Zahawi	56th United Kingdom Parliament	Stratford-on-Avon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259423	Rushanara Ali	56th United Kingdom Parliament	Bethnal Green and Bow	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259601	Graham Allen	56th United Kingdom Parliament	Nottingham North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259646	David Amess	56th United Kingdom Parliament	Southend West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259707	Stuart Andrew	56th United Kingdom Parliament	Pudsey	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259895	Jon Ashworth	56th United Kingdom Parliament	Leicester South	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q259935	Ian Austin	56th United Kingdom Parliament	Dudley North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260013	Adrian Bailey	56th United Kingdom Parliament	West Bromwich West	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260111	Steve Baker	56th United Kingdom Parliament	Wycombe	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260429	Harriett Baldwin	56th United Kingdom Parliament	West Worcestershire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260489	Jeremy Wright	56th United Kingdom Parliament	Kenilworth and Southam	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260546	Stephen Barclay	56th United Kingdom Parliament	North East Cambridgeshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260618	Iain Wright	56th United Kingdom Parliament	Hartlepool	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260631	Kevin Barron	56th United Kingdom Parliament	Rother Valley	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260651	Gavin Barwell	56th United Kingdom Parliament	Croydon Central	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q260772	Guto Bebb	56th United Kingdom Parliament	Aberconwy	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q261214	John Woodcock	56th United Kingdom Parliament	Barrow and Furness	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q261553	Sarah Wollaston	56th United Kingdom Parliament	Totnes	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q261675	Pete Wishart	56th United Kingdom Parliament	Perth and North Perthshire	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q261773	Rosie Winterton	56th United Kingdom Parliament	Doncaster Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q261900	David Winnick	56th United Kingdom Parliament	Walsall North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262040	Sammy Wilson	56th United Kingdom Parliament	East Antrim	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262108	Rob Wilson	56th United Kingdom Parliament	Reading East	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262201	Phil Wilson	56th United Kingdom Parliament	Sedgefield	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262409	Gavin Williamson	56th United Kingdom Parliament	South Staffordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262539	Charles Walker	56th United Kingdom Parliament	Broxbourne	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262616	Henry Bellingham	56th United Kingdom Parliament	North West Norfolk	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262742	Hilary Benn	56th United Kingdom Parliament	Leeds Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q262931	Richard Benyon	56th United Kingdom Parliament	Newbury	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263076	Robin Walker	56th United Kingdom Parliament	Worcester	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263147	John Bercow	56th United Kingdom Parliament	Buckingham	Speaker of the House of Commons	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263166	Ben Wallace	56th United Kingdom Parliament	Wyre and Preston North	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263243	Paul Beresford	56th United Kingdom Parliament	Mole Valley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263299	Luciana Berger	56th United Kingdom Parliament	Liverpool Wavertree	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263350	Jake Berry	56th United Kingdom Parliament	Rossendale and Darwen	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263508	Clive Betts	56th United Kingdom Parliament	Sheffield South East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263653	Angela Watkinson	56th United Kingdom Parliament	Hornchurch and Upminster	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263729	Andrew Bingham	56th United Kingdom Parliament	High Peak	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263802	Tom Watson	56th United Kingdom Parliament	West Bromwich East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263875	Bob Blackman	56th United Kingdom Parliament	Harrow East	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263923	Roberta Blackman-Woods	56th United Kingdom Parliament	City of Durham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q263969	Nicola Blackwood	56th United Kingdom Parliament	Oxford West and Abingdon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264072	Tom Blenkinsop	56th United Kingdom Parliament	Middlesbrough South and East Cleveland	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264132	Paul Blomfield	56th United Kingdom Parliament	Sheffield Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264220	Mike Weir	56th United Kingdom Parliament	Angus	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264305	Crispin Blunt	56th United Kingdom Parliament	Reigate	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264337	James Wharton	56th United Kingdom Parliament	Stockton South	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264365	Nicholas Boles	56th United Kingdom Parliament	Grantham and Stamford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264374	Heather Wheeler	56th United Kingdom Parliament	South Derbyshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264420	Chris White	56th United Kingdom Parliament	Warwick and Leamington	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264426	Peter Bone	56th United Kingdom Parliament	Wellingborough	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264477	Peter Bottomley	56th United Kingdom Parliament	Worthing West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264510	Eilidh Whiteford	56th United Kingdom Parliament	Banff and Buchan	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264560	Karen Bradley	56th United Kingdom Parliament	Staffordshire Moorlands	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264585	Alan Whitehead	56th United Kingdom Parliament	Southampton Test	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264618	Ben Bradshaw	56th United Kingdom Parliament	Exeter	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264636	Craig Whittaker	56th United Kingdom Parliament	Calder Valley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264662	Graham Brady	56th United Kingdom Parliament	Altrincham and Sale West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264684	John Whittingdale	56th United Kingdom Parliament	Maldon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264720	Tom Brake	56th United Kingdom Parliament	Carshalton and Wallington	Liberal Democrats	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264766	Theresa May	56th United Kingdom Parliament	Maidenhead	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264827	Julian Brazier	56th United Kingdom Parliament	Canterbury	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q264964	Kevin Brennan	56th United Kingdom Parliament	Cardiff West	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q265028	Andrew Bridgen	56th United Kingdom Parliament	North West Leicestershire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q265088	Steve Brine	56th United Kingdom Parliament	Winchester	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q265140	James Brokenshire	56th United Kingdom Parliament	Old Bexley and Sidcup	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q265870	Lyn Brown	56th United Kingdom Parliament	West Ham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q265900	Bill Wiggin	56th United Kingdom Parliament	North Herefordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q265935	Nick Brown	56th United Kingdom Parliament	Newcastle upon Tyne East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266078	Fiona Bruce	56th United Kingdom Parliament	Congleton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266146	Chris Bryant	56th United Kingdom Parliament	Rhondda	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266189	Hywel Williams	56th United Kingdom Parliament	Arfon	Plaid Cymru	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266238	Karen Buck	56th United Kingdom Parliament	Westminster North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266357	Mark Williams	56th United Kingdom Parliament	Ceredigion	Liberal Democrats	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266793	Theresa Villiers	56th United Kingdom Parliament	Chipping Barnet	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266905	Martin Vickers	56th United Kingdom Parliament	Cleethorpes	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q266978	Valerie Vaz	56th United Kingdom Parliament	Walsall South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q267105	Keith Vaz	56th United Kingdom Parliament	Leicester East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q267234	Shailesh Vara	56th United Kingdom Parliament	North West Cambridgeshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q267485	Ed Vaizey	56th United Kingdom Parliament	Wantage	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q267648	Chuka Umunna	56th United Kingdom Parliament	Streatham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q267930	Yasmin Qureshi	56th United Kingdom Parliament	Bolton South East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q268030	Alun Cairns	56th United Kingdom Parliament	Vale of Glamorgan	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q268196	Alan Campbell	56th United Kingdom Parliament	Tynemouth	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q268465	Gregory Campbell	56th United Kingdom Parliament	East Londonderry	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q268584	Dominic Raab	56th United Kingdom Parliament	Esher and Walton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269005	Ronnie Campbell	56th United Kingdom Parliament	Blyth Valley	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269124	Alistair Carmichael	56th United Kingdom Parliament	Orkney and Shetland	Liberal Democrats	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269260	Neil Carmichael	56th United Kingdom Parliament	Stroud	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269322	Douglas Carswell	56th United Kingdom Parliament	Clacton	UK Independence Party	2015-05-08	United Kingdom general election, 2015	2017-03-25	leaving party
Q269322	Douglas Carswell	56th United Kingdom Parliament	Clacton	independent politician	2017-03-25		2017-05-03	dissolution of parliament
Q269449	Bill Cash	56th United Kingdom Parliament	Stone	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269638	Jennifer Chapman	56th United Kingdom Parliament	Darlington	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269697	Liam Byrne	56th United Kingdom Parliament	Birmingham Hodge Hill	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269853	Robert Buckland	56th United Kingdom Parliament	South Swindon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269868	Richard Burden	56th United Kingdom Parliament	Birmingham Northfield	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269909	Andy Burnham	56th United Kingdom Parliament	Leigh	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269925	Conor Burns	56th United Kingdom Parliament	Bournemouth West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269940	Simon Burns	56th United Kingdom Parliament	Chelmsford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q269957	David Burrowes	56th United Kingdom Parliament	Enfield Southgate	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q270009	Alistair Burt	56th United Kingdom Parliament	North East Bedfordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q271683	Rehman Chishti	56th United Kingdom Parliament	Gillingham and Rainham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q271715	Christopher Chope	56th United Kingdom Parliament	Christchurch	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q271800	Greg Clark	56th United Kingdom Parliament	Tunbridge Wells	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q271889	Kenneth Clarke	56th United Kingdom Parliament	Rushcliffe	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272008	Andrew Tyrie	56th United Kingdom Parliament	Chichester	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272041	Stephen Twigg	56th United Kingdom Parliament	Liverpool West Derby	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272098	Derek Twigg	56th United Kingdom Parliament	Halton	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272123	Karl Turner	56th United Kingdom Parliament	Kingston upon Hull East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272155	Andrew Turner	56th United Kingdom Parliament	Isle of Wight	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272201	Elizabeth Truss	56th United Kingdom Parliament	South West Norfolk	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272234	Jon Trickett	56th United Kingdom Parliament	Hemsworth	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272259	David Tredinnick	56th United Kingdom Parliament	Bosworth	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272288	Justin Tomlinson	56th United Kingdom Parliament	North Swindon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272318	Edward Timpson	56th United Kingdom Parliament	Crewe and Nantwich	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272346	Stephen Timms	56th United Kingdom Parliament	East Ham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272408	Emily Thornberry	56th United Kingdom Parliament	Islington South and Finsbury	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272452	Gareth Thomas	56th United Kingdom Parliament	Harrow West	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272569	Mark Tami	56th United Kingdom Parliament	Alyn and Deeside	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272643	Stephen Metcalfe	56th United Kingdom Parliament	South Basildon and East Thurrock	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q272829	John Pugh	56th United Kingdom Parliament	Southport	Liberal Democrats	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q27671735	Robert Courts	56th United Kingdom Parliament	Witney	Conservative Party	2016-10-20	Witney by-election, 2016	2017-05-03	dissolution of parliament
Q27942399	Sarah Olney	56th United Kingdom Parliament	Richmond Park	Liberal Democrats	2016-12-02	Richmond Park by-election, 2016	2017-05-03	dissolution of parliament
Q27979810	Caroline Johnson	56th United Kingdom Parliament	Sleaford and North Hykeham	Conservative Party	2016-12-08	Sleaford and North Hykeham by-election, 2016	2017-05-03	dissolution of parliament
Q285183	Geoffrey Clifton-Brown	56th United Kingdom Parliament	The Cotswolds	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q285249	Ann Clwyd	56th United Kingdom Parliament	Cynon Valley	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q285975	Vernon Coaker	56th United Kingdom Parliament	Gedling	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q286043	Ann Coffey	56th United Kingdom Parliament	Stockport	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q28834849	Gareth Snell	56th United Kingdom Parliament	Stoke-on-Trent Central	Labour Party	2017-02-24	Stoke-on-Trent Central by-election, 2017	2017-05-03	dissolution of parliament
Q28834855	Trudy Harrison	56th United Kingdom Parliament	Copeland	Conservative Party	2017-02-24	Copeland by-election, 2017	2017-05-03	dissolution of parliament
Q290474	Madeleine Moon	56th United Kingdom Parliament	Bridgend	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q290554	Therese Coffey	56th United Kingdom Parliament	Suffolk Coastal	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q290646	Damian Collins	56th United Kingdom Parliament	Folkestone and Hythe	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q290733	Oliver Colvile	56th United Kingdom Parliament	Plymouth Sutton and Devonport	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q290855	Rosie Cooper	56th United Kingdom Parliament	West Lancashire	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291057	Yvette Cooper	56th United Kingdom Parliament	Normanton, Pontefract and Castleford	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291169	Jeremy Corbyn	56th United Kingdom Parliament	Islington North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291303	Geoffrey Cox	56th United Kingdom Parliament	Torridge and West Devon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291393	Stephen Crabb	56th United Kingdom Parliament	Preseli Pembrokeshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291441	David Crausby	56th United Kingdom Parliament	Bolton North East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291470	Mary Creagh	56th United Kingdom Parliament	Wakefield	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291502	Stella Creasy	56th United Kingdom Parliament	Walthamstow	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291557	Tracey Crouch	56th United Kingdom Parliament	Chatham and Aylesford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291591	Jon Cruddas	56th United Kingdom Parliament	Dagenham and Rainham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291615	John Cryer	56th United Kingdom Parliament	Leyton and Wanstead	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291649	Alex Cunningham	56th United Kingdom Parliament	Stockton North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291683	Jim Cunningham	56th United Kingdom Parliament	Coventry South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291785	Nic Dakin	56th United Kingdom Parliament	Scunthorpe	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q291818	Simon Danczuk	56th United Kingdom Parliament	Rochdale	Labour Party	2015-05-08	United Kingdom general election, 2015	2015-12-31	suspension from a political party
Q291818	Simon Danczuk	56th United Kingdom Parliament	Rochdale	independent politician	2015-12-31		2017-05-03	dissolution of parliament
Q296716	Wayne David	56th United Kingdom Parliament	Caerphilly	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q296797	David Davies	56th United Kingdom Parliament	Monmouth	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q296866	Geraint Davies	56th United Kingdom Parliament	Swansea West	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q296920	Glyn Davies	56th United Kingdom Parliament	Montgomeryshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300004	Philip Davies	56th United Kingdom Parliament	Shipley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300023	David Davis	56th United Kingdom Parliament	Haltemprice and Howden	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300049	Gloria De Piero	56th United Kingdom Parliament	Ashfield	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300107	Caroline Dinenage	56th United Kingdom Parliament	Gosport	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300142	Jonathan Djanogly	56th United Kingdom Parliament	Huntingdon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300243	Nigel Dodds	56th United Kingdom Parliament	Belfast North	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300269	Pat Doherty	56th United Kingdom Parliament	West Tyrone	Sinn Féin	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300292	Jeffrey Donaldson	56th United Kingdom Parliament	Lagan Valley	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q300368	Jim Dowd	56th United Kingdom Parliament	Lewisham West and Penge	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302036	Jackie Doyle-Price	56th United Kingdom Parliament	Thurrock	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302187	Richard Drax	56th United Kingdom Parliament	South Dorset	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302244	Jack Dromey	56th United Kingdom Parliament	Birmingham Erdington	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302309	James Duddridge	56th United Kingdom Parliament	Rochford and Southend East	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302363	Michael Dugher	56th United Kingdom Parliament	Barnsley East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302417	Alan Duncan	56th United Kingdom Parliament	Rutland and Melton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302486	Iain Duncan Smith	56th United Kingdom Parliament	Chingford and Woodford Green	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302546	Philip Dunne	56th United Kingdom Parliament	Ludlow	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302620	Mark Durkan	56th United Kingdom Parliament	Foyle	Social Democratic and Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302763	Angela Eagle	56th United Kingdom Parliament	Wallasey	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302815	Maria Eagle	56th United Kingdom Parliament	Garston and Halewood	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q302892	Jonathan Edwards	56th United Kingdom Parliament	Carmarthen East and Dinefwr	Plaid Cymru	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
